Altruist	Altruist	NN	positive	-/-/-	D
Altruistin	Altruistin	NN	positive	-/-/-	D
Amtsbefugnis	Amtsbefugnis	NN	positive	-/-/-	D
Amulett	Amulett	NN	positive	-/-/-	D
Amüsement	Amüsement	NN	positive	-/-/-	D
Anbeter	Anbeter	NN	positive	-/-/-	D
Anbetung	Anbetung	NN	positive	-/-/-	D
Andacht	Andacht	NN	positive	-/-/-	D
Andrang	Andrang	NN	positive	0.0040/-/-	L
Andranges	Andrang	NN	positive	0.0040/-/-	L
Andrangs	Andrang	NN	positive	0.0040/-/-	L
Anerkenntnis	Anerkenntnis	NN	positive	-/-/-	D
Anerkennung	Anerkennung	NN	positive	0.0855/-/-	L
Anerkennungen	Anerkennung	NN	positive	0.0855/-/-	L
Angebot	Angebot	NN	positive	0.0711/-/-	L
Angebote	Angebot	NN	positive	0.0711/-/-	L
Angeboten	Angebot	NN	positive	0.0711/-/-	L
Angebotes	Angebot	NN	positive	0.0711/-/-	L
Angebots	Angebot	NN	positive	0.0711/-/-	L
Angemessenheit	Angemessenheit	NN	positive	0.0040/-/-	L
Anhebung	Anhebung	NN	positive	0.0040/-/-	L
Anhebungen	Anhebung	NN	positive	0.0040/-/-	L
Anheiterung	Anheiterung	NN	positive	0.0040/-/-	L
Anhängen	Anhang	NN	positive	0.5/0.5/0	D
Anhänger	Anhänger	NN	positive	0/0.666667/0.333333	D
Anhängerin	Anhängerin	NN	positive	-/-/-	D
Ankurbelung	Ankurbelung	NN	positive	0.0040/-/-	L
Anlageziel	Anlageziel	NN	positive	-/-/-	D
Anlenkung	Anlenkung	NN	positive	-/-/-	D
Anmut	Anmut	NN	positive	-/-/-	D
Anmutung	Anmutung	NN	positive	1/0/0	D
Annehmlichkeit	Annehmlichkeit	NN	positive	0.0040/-/-	L
Annehmlichkeiten	Annehmlichkeit	NN	positive	0.0040/-/-	L
Annäherung	Annäherung	NN	positive	0.0040/-/-	L
Annäherungen	Annäherung	NN	positive	0.0040/-/-	L
Anpassbarkeit	Anpassbarkeit	NN	positive	-/-/-	D
Anpassung	Anpassung	NN	positive	0.0040/-/-	L
Anpassungen	Anpassung	NN	positive	0.0040/-/-	L
Anpassungsfähigkeit	Anpassungsfähigkeit	NN	positive	0.0040/-/-	L
Anraten	Anraten	NN	positive	0/0.5/0.5	D
Anrecht	Anrecht	NN	positive	-/-/-	D
Anregung	Anregung	NN	positive	0/0/1	D
Anreicherung	Anreicherung	NN	positive	0.0040/-/-	L
Anreicherungen	Anreicherung	NN	positive	0.0040/-/-	L
Anreiz	Anreiz	NN	positive	-/-/-	D
Anreizung	Anreizung	NN	positive	-/-/-	D
Anschluss	Anschluss	NN	positive	0.204545/0.5/0.295455	D
Ansehen	Ansehen	NN	positive	0.315789/0.473684/0.210526	D
Ansporn	Ansporn	NN	positive	-/-/-	D
Anspornung	Anspornung	NN	positive	-/-/-	D
Ansprechvermögen	Ansprechvermögen	NN	positive	-/-/-	D
Anspruch	Anspruch	NN	positive	0.0040/-/-	L
Anspruches	Anspruch	NN	positive	0.0040/-/-	L
Anspruchs	Anspruch	NN	positive	0.0040/-/-	L
Ansprüche	Anspruch	NN	positive	0.0040/-/-	L
Ansprüchen	Anspruch	NN	positive	0.0040/-/-	L
Anstand	Anstand	NN	positive	0.0040/-/-	L
Anstandes	Anstand	NN	positive	0.0040/-/-	L
Anstands	Anstand	NN	positive	0.0040/-/-	L
Anstandsgefühl	Anstandsgefühl	NN	positive	-/-/-	D
Anstelligkeit	Anstelligkeit	NN	positive	-/-/-	D
Anstieg	Anstieg	NN	positive	0.0040/-/-	L
Anstiege	Anstieg	NN	positive	0.0040/-/-	L
Anstiegen	Anstieg	NN	positive	0.0040/-/-	L
Anstieges	Anstieg	NN	positive	0.0040/-/-	L
Anstiegs	Anstieg	NN	positive	0.0040/-/-	L
Ansturm	Ansturm	NN	positive	-/-/-	D
Anstände	Anstand	NN	positive	0.0040/-/-	L
Anständen	Anstand	NN	positive	0.0040/-/-	L
Anständigkeit	Anständigkeit	NN	positive	0.0040/-/-	L
Anteil	Anteil	NN	positive	0.0040/-/-	L
Anteile	Anteil	NN	positive	0.0040/-/-	L
Anteilen	Anteil	NN	positive	0.0040/-/-	L
Anteiles	Anteil	NN	positive	0.0040/-/-	L
Anteils	Anteil	NN	positive	0.0040/-/-	L
Antrieb	Antrieb	NN	positive	0/1/0	D
Antriebskraft	Antriebskraft	NN	positive	-/-/-	D
Antriebsleistung	Antriebsleistung	NN	positive	-/-/-	D
Anwendungsempfehlung	Anwendungsempfehlung	NN	positive	-/-/-	D
Anwendungsempfehlungen	Anwendungsempfehlung	NN	positive	-/-/-	D
Anzahlung	Anzahlung	NN	positive	-/-/-	D
Anziehung	Anziehung	NN	positive	0.0040/-/-	L
Anziehungen	Anziehung	NN	positive	0.0040/-/-	L
Anziehungskraft	Anziehungskraft	NN	positive	-/-/-	D
Anziehungspunkt	Anziehungspunkt	NN	positive	-/-/-	D
Anzug	Anzug	NN	positive	0/1/0	D
Apotheose	Apotheose	NN	positive	-/-/-	D
Applaus	Applaus	NN	positive	0.0871/-/-	L
Applause	Applaus	NN	positive	0.0871/-/-	L
Applausen	Applaus	NN	positive	0.0871/-/-	L
Applauses	Applaus	NN	positive	0.0871/-/-	L
Applauss	Applaus	NN	positive	0.0871/-/-	L
Approbation	Approbation	NN	positive	-/-/-	D
Arbeitgeberleistung	Arbeitgeberleistung	NN	positive	-/-/-	D
Arbeitseifer	Arbeitseifer	NN	positive	-/-/-	D
Arbeitsleistung	Arbeitsleistung	NN	positive	-/-/-	D
Arretierung	Arretierung	NN	positive	0.166667/0.333333/0.5	D
Artigkeit	Artigkeit	NN	positive	-/-/-	D
Assekuranz	Assekuranz	NN	positive	-/-/-	D
Attraktivität	Attraktivität	NN	positive	0.0040/-/-	L
Aufbau	Aufbau	NN	positive	0.352941/0.176471/0.470588	D
Aufbereitung	Aufbereitung	NN	positive	0.0040/-/-	L
Aufbereitungen	Aufbereitung	NN	positive	0.0040/-/-	L
Aufbesserung	Aufbesserung	NN	positive	0.0040/-/-	L
Aufbesserungen	Aufbesserung	NN	positive	0.0040/-/-	L
Aufeinanderabstimmung	Aufeinanderabstimmung	NN	positive	-/-/-	D
Auferstehung	Auferstehung	NN	positive	0.0040/-/-	L
Auferstehungen	Auferstehung	NN	positive	0.0040/-/-	L
Auferweckung	Auferweckung	NN	positive	-/-/-	D
Auffassungsgabe	Auffassungsgabe	NN	positive	-/-/-	D
Auffassungsvermögen	Auffassungsvermögen	NN	positive	-/-/-	D
Aufgeklärtheit	Aufgeklärtheit	NN	positive	-/-/-	D
Aufgeld	Aufgeld	NN	positive	-/-/-	D
Aufgeregtheit	Aufgeregtheit	NN	positive	-/-/-	D
Aufgewecktheit	Aufgewecktheit	NN	positive	-/-/-	D
Aufhellungen	Aufhellung	NN	positive	-/-/-	D
Aufklärung	Aufklärung	NN	positive	0/1/0	D
Aufmerksamkeit	Aufmerksamkeit	NN	positive	0.0040/-/-	L
Aufmerksamkeiten	Aufmerksamkeit	NN	positive	0.0040/-/-	L
Aufmunterung	Aufmunterung	NN	positive	0.0040/-/-	L
Aufmunterungen	Aufmunterung	NN	positive	0.0040/-/-	L
Aufnahme	Aufnahme	NN	positive	0.372093/0.348837/0.27907	D
Aufrichtigkeit	Aufrichtigkeit	NN	positive	0.0040/-/-	L
Aufschwung	Aufschwung	NN	positive	0.0040/-/-	L
Aufschwunges	Aufschwung	NN	positive	0.0040/-/-	L
Aufschwungs	Aufschwung	NN	positive	0.0040/-/-	L
Aufschwünge	Aufschwung	NN	positive	0.0040/-/-	L
Aufschwüngen	Aufschwung	NN	positive	0.0040/-/-	L
Aufsteiger	Aufsteiger	NN	positive	-/-/-	D
Aufstieg	Aufstieg	NN	positive	0.0040/-/-	L
Aufstiege	Aufstieg	NN	positive	0.0040/-/-	L
Aufstiegen	Aufstieg	NN	positive	0.0040/-/-	L
Aufstieges	Aufstieg	NN	positive	0.0040/-/-	L
Aufstiegs	Aufstieg	NN	positive	0.0040/-/-	L
Aufstockung	Aufstockung	NN	positive	0.0040/-/-	L
Aufstockungen	Aufstockung	NN	positive	0.0040/-/-	L
Auftrag	Auftrag	NN	positive	0.0040/-/-	L
Auftrages	Auftrag	NN	positive	0.0040/-/-	L
Auftrags	Auftrag	NN	positive	0.0040/-/-	L
Auftrieb	Auftrieb	NN	positive	0.0040/-/-	L
Auftriebe	Auftrieb	NN	positive	0.0040/-/-	L
Auftrieben	Auftrieb	NN	positive	0.0040/-/-	L
Auftriebes	Auftrieb	NN	positive	0.0040/-/-	L
Auftriebs	Auftrieb	NN	positive	0.0040/-/-	L
Aufträge	Auftrag	NN	positive	0.0040/-/-	L
Aufträgen	Auftrag	NN	positive	0.0040/-/-	L
Aufwertung	Aufwertung	NN	positive	0.0040/-/-	L
Aufwertungen	Aufwertung	NN	positive	0.0040/-/-	L
Aufwärtstrend	Aufwärtstrend	NN	positive	0.0040/-/-	L
Augenweide	Augenweide	NN	positive	0.0844/-/-	L
Augenweiden	Augenweide	NN	positive	0.0844/-/-	L
Augenzwinkern	Augenzwinkern	NN	positive	-/-/-	D
Ausbau	Ausbau	NN	positive	0.0040/-/-	L
Ausbaues	Ausbau	NN	positive	0.0040/-/-	L
Ausbaus	Ausbau	NN	positive	0.0040/-/-	L
Ausbildung	Ausbildung	NN	positive	0.0040/-/-	L
Ausbildungen	Ausbildung	NN	positive	0.0040/-/-	L
Ausblick	Ausblick	NN	positive	-/-/-	D
Ausdauer	Ausdauer	NN	positive	0.0886/-/-	L
Ausfallsicherheit	Ausfallsicherheit	NN	positive	-/-/-	D
Ausgeglichenheit	Ausgeglichenheit	NN	positive	-/-/-	D
Ausgelassenheit	Ausgelassenheit	NN	positive	-/-/-	D
Ausgleich	Ausgleich	NN	positive	0.0040/-/-	L
Ausgleiche	Ausgleich	NN	positive	0.0040/-/-	L
Ausgleichen	Ausgleich	NN	positive	0.0040/-/-	L
Ausgleiches	Ausgleich	NN	positive	0.0040/-/-	L
Ausgleichs	Ausgleich	NN	positive	0.0040/-/-	L
Ausgleichszahlung	Ausgleichszahlung	NN	positive	0.0040/-/-	L
Ausgleichszahlungen	Ausgleichszahlung	NN	positive	0.0040/-/-	L
Ausgrabung	Ausgrabung	NN	positive	-/-/-	D
Aushilfe	Aushilfe	NN	positive	-/-/-	D
Aushängeschild	Aushängeschild	NN	positive	-/-/-	D
Auskunft	Auskunft	NN	positive	0.1/0.6/0.3	D
Auslese	Auslese	NN	positive	0/0/1	D
Aussagekraft	Aussagekraft	NN	positive	1/0/0	D
Aussicht	Aussicht	NN	positive	0/1/0	D
Aussichten	Aussicht	NN	positive	0/1/0	D
Ausstrahlung	Ausstrahlung	NN	positive	0.333333/0.333333/0.333333	D
Auszahlung	Auszahlung	NN	positive	-/-/-	D
Auszeichnung	Auszeichnung	NN	positive	0.0040/-/-	L
Auszeichnungen	Auszeichnung	NN	positive	0.0040/-/-	L
Authentizität	Authentizität	NN	positive	0.0040/-/-	L
Autonomie	Autonomie	NN	positive	0.0040/-/-	L
Autonomien	Autonomie	NN	positive	0.0040/-/-	L
Bake	Bake	NN	positive	-/-/-	D
Bankzinsen	Bankzins	NN	positive	-/-/-	D
Barmherzigkeit	Barmherzigkeit	NN	positive	-/-/-	D
Beachtung	Beachtung	NN	positive	0/1/0	D
Bedachtsamkeit	Bedachtsamkeit	NN	positive	-/-/-	D
Bedeutsamkeit	Bedeutsamkeit	NN	positive	-/-/-	D
Bedeutung	Bedeutung	NN	positive	0.0040/-/-	L
Bedeutungen	Bedeutung	NN	positive	0.0040/-/-	L
Bedächtigkeit	Bedächtigkeit	NN	positive	-/-/-	D
Befeuerung	Befeuerung	NN	positive	-/-/-	D
Beflissenheit	Beflissenheit	NN	positive	-/-/-	D
Befolgung	Befolgung	NN	positive	0/1/0	D
Befreiung	Befreiung	NN	positive	0.0040/-/-	L
Befreiungen	Befreiung	NN	positive	0.0040/-/-	L
Befriedigung	Befriedigung	NN	positive	0.0040/-/-	L
Befriedigungen	Befriedigung	NN	positive	0.0040/-/-	L
Befugnis	Befugnis	NN	positive	-/-/-	D
Befunken	Befunken	NN	positive	-/-/-	D
Befähigung	Befähigung	NN	positive	-/-/-	D
Beförderer	Beförderer	NN	positive	-/-/-	D
Beförderung	Beförderung	NN	positive	0.0040/-/-	L
Beförderungen	Beförderung	NN	positive	0.0040/-/-	L
Befürworter	Befürworter	NN	positive	-/-/-	D
Befürworterin	Befürworterin	NN	positive	-/-/-	D
Befürwortung	Befürwortung	NN	positive	-/-/-	D
Begabung	Begabung	NN	positive	-/-/-	D
Begebende	begebend	NN	positive	-/-/-	D
Begehren	Begehr	NN	positive	-/-/-	D
Begehrlichkeit	Begehrlichkeit	NN	positive	0/1/0	D
Begeisterte	Begeisterte	NN	positive	-/-/-	D
Begeisterung	Begeisterung	NN	positive	0.32/-/-	L
Begeisterungen	Begeisterung	NN	positive	0.32/-/-	L
Begeisterungsfähigkeit	Begeisterungsfähigkeit	NN	positive	-/-/-	D
Begeisterungstaumel	Begeisterungstaumel	NN	positive	-/-/-	D
Begier	Begier	NN	positive	-/-/-	D
Begierde	Begierde	NN	positive	-/-/-	D
Beginn	Beginn	NN	positive	0.294118/0.470588/0.235294	D
Beglaubigung	Beglaubigung	NN	positive	-/-/-	D
Beglaubigungsbrief	Beglaubigungsbrief	NN	positive	-/-/-	D
Beglückung	Beglückung	NN	positive	-/-/-	D
Beglückwünschung	Beglückwünschung	NN	positive	-/-/-	D
Begnadigung	Begnadigung	NN	positive	0.0040/-/-	L
Begnadigungen	Begnadigung	NN	positive	0.0040/-/-	L
Begünstigte	begünstigen	NN	positive	-/-/-	D
Begünstigung	Begünstigung	NN	positive	0.0040/-/-	L
Begünstigungen	Begünstigung	NN	positive	0.0040/-/-	L
Behaglichkeit	Behaglichkeit	NN	positive	-/-/-	D
Behebung	Behebung	NN	positive	0/0/1	D
Behutsamkeit	Behutsamkeit	NN	positive	-/-/-	D
Behändigkeit	Behändigkeit	NN	positive	-/-/-	D
Beifall	Beifall	NN	positive	0.3265/-/-	L
Beifalles	Beifall	NN	positive	0.3265/-/-	L
Beifalls	Beifall	NN	positive	0.3265/-/-	L
Beifallsruf	Beifallsruf	NN	positive	0.0040/-/-	L
Beifallsrufe	Beifallsruf	NN	positive	0.0040/-/-	L
Beifallsrufen	Beifallsruf	NN	positive	0.0040/-/-	L
Beifallsrufes	Beifallsruf	NN	positive	0.0040/-/-	L
Beifallsrufs	Beifallsruf	NN	positive	0.0040/-/-	L
Beifallssturm	Beifallssturm	NN	positive	-/-/-	D
Beilegung	Beilegung	NN	positive	0.0040/-/-	L
Beilegungen	Beilegung	NN	positive	0.0040/-/-	L
Beisteuerung	Beisteuerung	NN	positive	0.0040/-/-	L
Beitrag	Beitrag	NN	positive	0/1/0	D
Beitritt	Beitritt	NN	positive	0.0040/-/-	L
Beitritte	Beitritt	NN	positive	0.0040/-/-	L
Beitritten	Beitritt	NN	positive	0.0040/-/-	L
Beitrittes	Beitritt	NN	positive	0.0040/-/-	L
Beitritts	Beitritt	NN	positive	0.0040/-/-	L
Bejahung	Bejahung	NN	positive	-/-/-	D
Bekannte	Bekannte	NN	positive	0.2/0.5/0.3	D
Bekräftigung	Bekräftigung	NN	positive	0.0040/-/-	L
Bekräftigungen	Bekräftigung	NN	positive	0.0040/-/-	L
Belastbarkeit	Belastbarkeit	NN	positive	0.0040/-/-	L
Belastbarkeiten	Belastbarkeit	NN	positive	0.0040/-/-	L
Belebtheit	Belebtheit	NN	positive	0.0040/-/-	L
Belebung	Belebung	NN	positive	-/-/-	D
Beleuchtung	Beleuchtung	NN	positive	0.428571/0.238095/0.333333	D
Belieben	Belieben	NN	positive	-/-/-	D
Beliebtheit	Beliebtheit	NN	positive	0.0040/-/-	L
Belobigung	Belobigung	NN	positive	-/-/-	D
Belohnung	Belohnung	NN	positive	0.0813/-/-	L
Belohnungen	Belohnung	NN	positive	0.0813/-/-	L
Belustigung	Belustigung	NN	positive	-/-/-	D
Benefiz	Benefiz	NN	positive	0.0040/-/-	L
Benefize	Benefiz	NN	positive	0.0040/-/-	L
Benefizen	Benefiz	NN	positive	0.0040/-/-	L
Benefizes	Benefiz	NN	positive	0.0040/-/-	L
Benefizvorstellung	Benefizvorstellung	NN	positive	-/-/-	D
Beredsamkeit	Beredsamkeit	NN	positive	-/-/-	D
Beredtheit	Beredtheit	NN	positive	-/-/-	D
Bereicherung	Bereicherung	NN	positive	0.0040/-/-	L
Bereicherungen	Bereicherung	NN	positive	0.0040/-/-	L
Bereinigung	Bereinigung	NN	positive	-/-/-	D
Bereitschaft	Bereitschaft	NN	positive	0.0040/-/-	L
Bereitschaften	Bereitschaft	NN	positive	0.0040/-/-	L
Bereitstellung	Bereitstellung	NN	positive	0.0040/-/-	L
Bereitstellungen	Bereitstellung	NN	positive	0.0040/-/-	L
Bereitwilligkeit	Bereitwilligkeit	NN	positive	-/-/-	D
Bergfeste	Bergfest	NN	positive	-/-/-	D
Beruhigung	Beruhigung	NN	positive	0.0040/-/-	L
Beruhigungen	Beruhigung	NN	positive	0.0040/-/-	L
Berühmtheit	Berühmtheit	NN	positive	-/-/-	D
Beschaulichkeit	Beschaulichkeit	NN	positive	-/-/-	D
Bescheidenheit	Bescheidenheit	NN	positive	0.0852/-/-	L
Beschirmer	Beschirmer	NN	positive	-/-/-	D
Beschleunigung	Beschleunigung	NN	positive	0.0040/-/-	L
Beschleunigungen	Beschleunigung	NN	positive	0.0040/-/-	L
Beschwichtigung	Beschwichtigung	NN	positive	0.0040/-/-	L
Beschwichtigungen	Beschwichtigung	NN	positive	0.0040/-/-	L
Beschützer	Beschützer	NN	positive	-/-/-	D
Beschützerin	Beschützer	NN	positive	-/-/-	D
Besichtiger	Besichtiger	NN	positive	-/-/-	D
Besiegung	Besiegung	NN	positive	-/-/-	D
Besinnung	Besinnung	NN	positive	-/-/-	D
Besitz	Besitz	NN	positive	0.0040/-/-	L
Besitzes	Besitz	NN	positive	0.0040/-/-	L
Besitzs	Besitz	NN	positive	0.0040/-/-	L
Besonnenheit	Besonnenheit	NN	positive	-/-/-	D
Besserung	Besserung	NN	positive	0.0040/-/-	L
Besserungen	Besserung	NN	positive	0.0040/-/-	L
Besserungnen	Besserung	NN	positive	0.0040/-/-	L
Bestand	Bestand	NN	positive	-/-/-	D
Bestehen	Bestehen	NN	positive	0.181818/0.636364/0.181818	D
Bestimmtheit	Bestimmtheit	NN	positive	-/-/-	D
Beständigkeit	Beständigkeit	NN	positive	-/-/-	D
Bestätigung	Bestätigung	NN	positive	0.0040/-/-	L
Bestätigungen	Bestätigung	NN	positive	0.0040/-/-	L
Beteiligung	Beteiligung	NN	positive	0.0040/-/-	L
Beteiligungen	Beteiligung	NN	positive	0.0040/-/-	L
Beteuerung	Beteuerung	NN	positive	-/-/-	D
Betriebsicherheit	Betriebsicherheit	NN	positive	-/-/-	D
Betriebsschutz	Betriebsschutz	NN	positive	-/-/-	D
Bevollmächtigung	Bevollmächtigung	NN	positive	-/-/-	D
Bewilligung	Bewilligung	NN	positive	-/-/-	D
Bewunderer	Bewunderer	NN	positive	0.0040/-/-	L
Bewunderern	Bewunderer	NN	positive	0.0040/-/-	L
Bewunderers	Bewunderer	NN	positive	0.0040/-/-	L
Bewunderung	Bewunderung	NN	positive	0.0040/-/-	L
Bewunderungen	Bewunderung	NN	positive	0.0040/-/-	L
Bewältigung	Bewältigung	NN	positive	-/-/-	D
Bezüge	Bezug	NN	positive	0.357143/0.5/0.142857	D
Bildung	Bildung	NN	positive	0.0040/-/-	L
Bildungen	Bildung	NN	positive	0.0040/-/-	L
Bindekraft	Bindekraft	NN	positive	-/-/-	D
Bindigkeit	Bindigkeit	NN	positive	-/-/-	D
Bindung	Bindung	NN	positive	-/-/-	D
Blüte	Blüte	NN	positive	0.0040/-/-	L
Blüten	Blüte	NN	positive	0.0040/-/-	L
Blütezeit	Blütezeit	NN	positive	-/-/-	D
Bombenerfolg	Bombenerfolg	NN	positive	-/-/-	D
Bonbon	Bonbon	NN	positive	-/-/-	D
Bonität	Bonität	NN	positive	0.0040/-/-	L
Bonitäten	Bonität	NN	positive	0.0040/-/-	L
Bonus	Bonus	NN	positive	0.0040/-/-	L
Bonuse	Bonus	NN	positive	0.0040/-/-	L
Bonusen	Bonus	NN	positive	0.0040/-/-	L
Bonuses	Bonus	NN	positive	0.0040/-/-	L
Bonuss	Bonus	NN	positive	0.0040/-/-	L
Bonusse	Bonus	NN	positive	0.0040/-/-	L
Bonussen	Bonus	NN	positive	0.0040/-/-	L
Bonusses	Bonus	NN	positive	0.0040/-/-	L
Boom	Boom	NN	positive	0.0040/-/-	L
Booms	Boom	NN	positive	0.0040/-/-	L
Brandung	Brandung	NN	positive	-/-/-	D
Brauch	Brauch	NN	positive	0.5/0.5/0	D
Brauchbarkeit	Brauchbarkeit	NN	positive	0/0/1	D
Brauchtum	Brauchtum	NN	positive	-/-/-	D
Bravoruf	Bravoruf	NN	positive	-/-/-	D
Bravour	Bravour	NN	positive	0/0/1	D
Brillanz	Brillanz	NN	positive	0.0040/-/-	L
Brook	Brook	NN	positive	-/-/-	D
Bruderhand	Bruderhand	NN	positive	-/-/-	D
Bruderkuss	Bruderkuß	NN	positive	-/-/-	D
Brüderlichkeit	Brüderlichkeit	NN	positive	0.0040/-/-	L
Bund	Bund	NN	positive	0.0040/-/-	L
Bunde	Bund	NN	positive	0.0040/-/-	L
Bunden	Bund	NN	positive	0.0040/-/-	L
Bundes	Bund	NN	positive	0.0040/-/-	L
Bunds	Bund	NN	positive	0.0040/-/-	L
Busserl	Busserl	NN	positive	-/-/-	D
Bussi	Bussi	NN	positive	-/-/-	D
Bußfertigkeit	Bußfertigkeit	NN	positive	-/-/-	D
Bärendienst	Bärendienst	NN	positive	-/-/-	D
Bünde	Bund	NN	positive	0.0040/-/-	L
Bünden	Bund	NN	positive	0.0040/-/-	L
Bündnis	Bündnis	NN	positive	0.0040/-/-	L
Bündnise	Bündnis	NN	positive	0.0040/-/-	L
Bündnisen	Bündnis	NN	positive	0.0040/-/-	L
Bündnises	Bündnis	NN	positive	0.0040/-/-	L
Bündnispartner	Bündnispartner	NN	positive	-/-/-	D
Bündnispolitik	Bündnispolitik	NN	positive	-/-/-	D
Bündniss	Bündnis	NN	positive	0.0040/-/-	L
Bündnisse	Bündnis	NN	positive	0.0040/-/-	L
Bündnissen	Bündnis	NN	positive	0.0040/-/-	L
Bündnisses	Bündnis	NN	positive	0.0040/-/-	L
Bündnissystem	Bündnissystem	NN	positive	-/-/-	D
Bürge	Bürge	NN	positive	-/-/-	D
Bürger	Bürger	NN	positive	-/-/-	D
Caritas	Caritas	NN	positive	-/-/-	D
Champion	Champion	NN	positive	0.0040/-/-	L
Champions	Champion	NN	positive	0.0040/-/-	L
Chance	Chance	NN	positive	0.2/0.56/0.24	D
Chancen	Chance	NN	positive	0.2/0.56/0.24	D
Charakter	Charakter	NN	positive	0/1/0	D
Charakterstärke	Charakterstärke	NN	positive	-/-/-	D
Charisma	Charisma	NN	positive	0.0040/-/-	L
Charme	Charme	NN	positive	0.0040/-/-	L
Charmes	Charme	NN	positive	0.0040/-/-	L
Chip-Freigabe	Chip-Freigabe	NN	positive	-/-/-	D
Cleverness	Cleverness	NN	positive	0.0040/-/-	L
Comeback	Comeback	NN	positive	0.0712/-/-	L
Comebacks	Comeback	NN	positive	0.0712/-/-	L
Courage	Courage	NN	positive	-/-/-	D
Dank	Dank	NN	positive	0.495238/0.333333/0.171429	D
Dankbarkeit	Dankbarkeit	NN	positive	0.0040/-/-	L
Dankes	Dank	NN	positive	0.495238/0.333333/0.171429	D
Dankeschön	Dankeschön	NN	positive	1/0/0	D
Danksagung	Danksagung	NN	positive	0/1/0	D
Delikatesse	Delikatesse	NN	positive	-/-/-	D
Demut	Demut	NN	positive	-/-/-	D
Denkmalschutz	Denkmalschutz	NN	positive	-/-/-	D
Dessert	Dessert	NN	positive	-/-/-	D
Deutlichkeit	Deutlichkeit	NN	positive	-/-/-	D
Dichte	Dichte	NN	positive	-/-/-	D
Dichtigkeit	Dichtigkeit	NN	positive	1/0/0	D
Dichtkunst	Dichtkunst	NN	positive	-/-/-	D
